,primary_isbn10,title,author,publisher,weeks_on_list
795,62297686,DANCE OF THE BONES,J A Jance,Morrow/HarperCollins,1
796,None,ROBERT B. PARKER'S THE DEVIL WINS,Reed Farrel Coleman,Putnam,1
797,698192095,THE SOLOMON CURSE,Clive Cussler and Russell Blake,Putnam,1
798,None,DARK GHOST,Christine Feehan,Berkley,1
799,698156102,ONLY A KISS,Mary Balogh,Signet,1
800,1250022096,THE NATURE OF THE BEAST,Louise Penny,Minotaur,1
801,1476758824,THE TAMING OF THE QUEEN,Philippa Gregory,Touchstone,1
802,1940218403,FOUR WEEK FIANCÌä,JS Cooper,JMC Creations,1
803,1942295332,LOVE AFTER DARK,Marie Force,HTJB,1
804,006175272X,STATE OF FEAR,Michael Crichton,HarperCollins,1
805,,DEVIL'S BRIDGE,Linda Fairstein,Dutton/Penguin Publishing Group,1
806,,MAGIC SHIFTS,Ilona Andrews,Ace,1
807,1250029953,DRAGONBANE,Sherrilyn Kenyon,St. Martin's,1
808,None,EDGE OF DARKNESS,"Christine Feehan, Maggie Shayne and Lori Herter",Jove,1
809,,DEADLY ASSETS,W E B Griffin and William E Butterworth IV,Putnam,1
810,1460384016,THRILL ME,Susan Mallery,Harlequin,1
811,None,SIREN'S CALL,Jayne Castle,Jove,1
812,146688150X,BADLANDS,C J Box,Minotaur,1
813,1420136062,NEVER DIE ALONE,Lisa Jackson,Zebra/Mulholland,1
814,None,THE BOURBON KINGS,JR Ward,NAL,1
815,345544056,SPEAKING IN BONES,Kathy Reichs,Bantam,1
816,804137250,ARMADA,Ernest Cline,Crown,1
817,None,EARTH BOUND,Christine Feehan,Jove,1
818,,RIDE STEADY,Kristen Ashley,Forever,1
819,,THE INSIDER THREAT,Brad Taylor,Dutton,1
820,None,KISS ME,Susan Mallery,HQN,1
821,1420135953,IN PLAIN SIGHT,Fern Michaels,Zebra,1
822,553392727,WICKED CHARMS,Janet Evanovich and Phoef Sutton,Bantam,1
823,62312510,SAFE AT LAST,Maya Banks,Avon,1
824,345541863,EVER AFTER,Jude Deveraux,Ballantine,1
825,698140303,DEAD ICE,Laurell K Hamilton,Berkley,1
826,None,ONLY A PROMISE,Mary Balogh,Signet,1
827,1939996236,THE SUBSTITUTE,Denise Grover Swank,Denise Grover Swank,1
828,069819084X,THE FIXER,Joseph Finder,Dutton,1
829,None,SWEET ACHE,K Bromberg,Signet,1
830,None,SHARDS OF HOPE,Nalini Singh,Berkley,1
831,992278988,A MATCH FOR MARCUS CYNSTER,Stephanie Laurens,Mira,1
832,1460381807,THE MARRIAGE SEASON,Linda Lael Miller,Harlequin,1
833,None,MENDED,Sydney Landon,Sydney Landon,1
834,1476703019,THE HOUSE WE GREW UP IN,Lisa Jewell,Atria Books,1
835,None,AGAINST THE TIDE,Kat Martin,Zebra,1
836,385531419,THE FORGOTTEN ROOM,Lincoln Child,Doubleday,1
837,698157516,DRY BONES,Craig Johnson,Viking,1
838,145551716X,SOLITUDE CREEK,Jeffery Deaver,Grand Central,1
839,None,NEVER NEVER,Colleen Hoover and Tarryn Fisher,Hoover Ink,1
840,None,CAT'S LAIR,Christine Feehan,Jove,1
841,,THE FALL,John Lescroart,Atria,1
842,None,HOLD ME,Susan Mallery,HQN,1
843,1250020077,YOUR NEXT BREATH,Iris Johansen,St. Martin's,1
844,None,THE MISTAKE,Elle Kennedy,Elle Kennedy,1
845,1939996260,THIRTY-FOUR AND A HALF PREDICAMENTS,Denise Grover Swank,Denise Grover Swank,1
846,988573237,DOUBLE DARE,R L Mathewson,Rerum Industries,1
847,1101621044,GARDEN OF LIES,Amanda Quick,Putnam,1
848,62333089,ASA,Jay Crownover,Morrow/HarperCollins,1
849,None,AFLAME,Penelope Douglas,InterMix,1
850,1476778019,BEAUTIFUL SECRET,Christina Lauren,Simon & Schuster,1
851,None,UNTIL JULY,Aurora Rose Reynolds,Aurora Rose Reynolds,1
852,None,TRUE LOVE,Jude Deveraux,Ballantine,1
853,None,A DEADLY WEB,Kay Hooper,Jove,1
854,1476776105,WHEN I'M GONE,Abbi Glines,Atria,1
855,802191835,FALLING IN LOVE,Donna Leon,Atlantic Monthly,1
856,1938127595,ALL I EVER NEED IS YOU,Bella Andre,Oak Press,1
857,,STILL THE ONE,Jill Shalvis,Berkley,1
858,None,SILVER BASTARD,Joanna Wylde,Berkley,1
859,None,THE SHADOWS,J R Ward,New American Library,1
860,1466862602,THE PATRIOT THREAT,Steve Berry,Minotaur,1
861,1466854227,DEEP,Kylie Scott,St. Martin's Griffin,1
862,None,FOUR NIGHTS WITH THE DUKE,Eloisa James,Avon,1
863,804177473,THE SKULL THRONE,Peter V Brett,Del Rey,1
864,None,SHOPPING FOR A BILLIONAIRE,Julia Kent,Julia Kent,1
865,None,A WICKED SNOW,Gregg Olsen,Kensington,1
866,,CUBA STRAITS,Randy Wayne White,Putnam,1
867,1501101560,MANWHORE,Katy Evans,Simon & Schuster,1
868,62220578,A DANGEROUS PLACE,Jacqueline Winspear,Harper,1
869,61750239,PREY,Michael Crichton,Harper,1
870,None,SOARING,Kristen Ashley,Kristen Ashley,1
871,None,MONSTERS IN THE DARK,Pepper Winters,Pepper Winters,1
872,1476791465,CONFESS,Colleen Hoover,Atria,1
873,,DEAD HEAT,Patricia Briggs,Ace,1
874,,AND I LOVE HER,Marie Force,Berkley,1
875,030727103X,THE BURIED GIANT,Kazuo Ishiguro,Knopf,1
876,1250034507,MIGHTIER THAN THE SWORD,Jeffrey Archer,St. Martin's Press,1
877,,THE IMMORTAL WHO LOVED ME,Lynsay Sands,Avon/HarperCollins,1
878,1429974125,THE WHITES,Richard Price writing as Harry Brandt,Holt,1
879,1455559385,ONE NIGHT: UNVEILED,Jodi Ellen Malpas,Forever/Grand Central,1
880,,TWELVE DAYS,Alex Berenson,Putnam,1
881,None,BEAUTIFUL BELOVED,Christina Lauren,Pocket Star,1
882,1936413787,"THREE, TWO, ONE (321)",J A Huss,Science Future Press,1
883,698180569,VIPER GAME,Christine Feehan,Jove,1
884,None,BEAUTIFUL REDEMPTION,Jamie McGuire,Jamie McGuire,1
885,None,THE SECRETS OF SIR RICHARD KENWORTHY,Julia Quinn,Avon/HarperCollins,1
886,62075829,BOUND BY FLAMES,Jeaniene Frost,Avon/HarperCollins,1
887,None,IN HIS KEEPING,Maya Banks,Avon/HarperCollins,1
888,440339812,BURNED,Karen Marie Moning,Delacorte,1
889,1250019842,FIRST FROST,Sarah Addison Allen,St. Martin's,1
890,None,VERONICA MARS: MR. KISS AND TELL,Rob Thomas and Jennifer Graham,Vintage,1
891,698157273,COLD COLD HEART,Tami Hoag,Dutton,1
892,1426898762,FATAL SCANDAL,Marie Force,Harlequin,1
893,None,CORPS SECURITY: THE SERIES,Harper Sloan,Harper Sloan,1
894,1101621001,TRUST NO ONE,Jayne Ann Krentz,Putnam,1
895,345539826,GOLDEN SON,Pierce Brown,Del Rey,1
896,None,EYES ONLY,Fern Michaels,Zebra/Kensington,1
897,,NO FORTUNATE SON,Brad Taylor,Dutton,1
898,,THE ASSASSINATION OPTION,W E B Griffin and William E Butterworth IV,Putnam,1
899,1460345797,DOGWOOD HILL,Sherryl Woods,Mira,1
900,1594204993,REDEPLOYMENT,Phil Klay,Penguin Press,1
901,None,JASON,Laurell K Hamilton,Jove,1
902,1476776083,YOU WERE MINE,Abbi Glines,Atria,1
903,None,FOREVER WITH ME,Kristen Pro,Ampersand,1
904,,THE DARKEST TOUCH,Gena Showalter,Harlequin,1
905,1250027683,BETRAYED,Lisa Scottoline,St. Martin's,1
906,62065416,NEVER JUDGE A LADY BY HER COVER,Sarah MacLean,Avon/HarperCollins,1
907,None,THE JOB,Janet Evanovich and Lee Goldberg,Bantam,1
908,1476728208,THE MISTLETOE PROMISE,Richard Paul Evans,Simon & Schuster,1
909,1940218365,ALPHA BILLIONAIRE 3,Helen Cooper,Helen Cooper,1
910,None,RUIN: PART 3,Deborah Bladon,Deborah Bladon,1
911,,I SAW HER STANDING THERE,Marie Force,Berkley,1
912,None,RUIN: PART 1,Deborah Bladon,Deborah Bladon,1
913,1476777977,DIRTY ROWDY THING,Christina Lauren,Gallery Books,1
914,,THE SLOW REGARD OF SILENT THINGS,Patrick Rothfuss,DAW,1
915,None,PEGASUS,Danielle Steel,Delacorte,1
916,1459256476,YOURS FOR CHRISTMAS,Susan Mallery,Harlequin,1
917,None,THE HANDSOME MAN'S DE LUXE CAFÌä,Alexander McCall Smith,Pantheon,1
918,698156080,ONLY ENCHANTING,Mary Balogh,Signet,1
919,,ROWDY,Jay Crownover,Morrow,1
920,081299387X,SHOPAHOLIC TO THE STARS,Sophie Kinsella,Dial,1
921,None,I LOVE HOW YOU LOVE ME,Bella Andre,Bella Andre,1
922,,MR. MIRACLE,Debbie Macomber,Ballantine,1
923,None,REAPER'S STAND,Joanna Wylde,Berkley,1
924,743446577,ADDICTED,Zane,Simon & Schuster,1
925,,IMMORTAL,J R Ward,New American Library,1
926,1101618752,THE LOST KEY,Catherine Coulter and J T Ellison,Putnam,1
927,None,THE PERFECT WITNESS,Iris Johansen,St. Martin's,1
928,150110442X,A GOOD MARRIAGE,Stephen King,Scribner,1
929,1460340248,IN YOUR DREAMS,Kristan Higgins,Harlequin,1
930,None,LOCKE,Harper Sloan,Harper Sloan,1
931,None,BONES NEVER LIE,Kathy Reichs,Bantam,1
932,None,DEACON,Kristen Ashley,Kristen Ashley,1
933,1419993186,DARKNESS,Laurann Dohner,Ellora's Cave,1
934,None,TAKE DOWN,Fern Michaels,Zebra,1
935,None,THE GOLEM OF HOLLYWOOD,Jonathan Kellerman and Jesse Kellerman,Putnam,1
936,,THE WITCH WITH NO NAME,Kim Harrison,Harper Voyager,1
937,,THE KING'S CURSE,Philippa Gregory,Touchstone,1
938,,THE CHILDREN ACT,Ian McEwan,Nan A. Talese/Doubleday,1
939,698155629,ROBERT B. PARKER'S BLIND SPOT,Reed Farrel Coleman,Putnam,1
940,,THE SECRET PLACE,Tana French,Viking,1
941,,DARK BLOOD,Christine Feehan,Berkley,1
942,1400065674,THE BONE CLOCKS,David Mitchell,Random House,1
943,,ONE MORE CHANCE,Abbi Glines,Atria,1
944,,SON OF NO ONE,Sherrilyn Kenyon,St. Martin's,1
945,1420134965,COUNTDOWN,Fern Michaels,Kensington,1
946,,THE LONG WAY HOME,Louise Penny,Minotaur,1
947,None,THE HOMECOMING,Ron Carr,Harlequin Mira,1
948,698140958,THE HOT ZONE,Jayne Castle,Jove,1
949,316235555,THE BROKEN EYE,Brent Weeks,Orbit,1
950,1617735183,CLOSE TO HOME,Lisa Jackson,Kensington,1
951,None,NO LIMITS,Lori Foster,Harlequin,1
952,1420134957,UPSIDE DOWN,Fern Michaels,Zebra,1
953,,WE ARE NOT OURSELVES,Matthew Thomas,Simon & Schuster,1
954,None,TAKING IT ALL,Maya Banks,Berkley,1
955,1451649967,DARK SKYE,Kresley Cole,Gallery,1
956,None,THE LOST ISLAND,Douglas Preston and Lincoln Child,Grand Central,1
957,1101633530,THE MAGICIAN'S LAND,Lev Grossman,Viking,1
958,None,SEVERED SOULS,Terry Goodkind,Tor/Tom Doherty,1
959,,FAST TRACK,Julie Garwood,Dutton,1
960,None,LEAD,Kylie Scott,St. Martin's Griffin,1
961,698146409,MAGIC BREAKS,Ilona Andrews,Ace,1
962,None,DESERVES TO DIE,Lisa Jackson,Zebra,1
963,None,REMAINS OF INNOCENCE,J A Jance,Morrow/HarperCollins,1
964,698154088,CUT AND THRUST,Stuart Woods,Putnam,1
965,1250020530,SIGHT UNSEEN,Iris Johansen and Roy Johansen,St. Martin's,1
966,055339438X,ADDICTED,Tracy Wolff,Loveswept/Random House,1
967,1476710813,WAYFARING STRANGER,James Lee Burke,Simon & Schuster,1
968,None,HUDSON,Laurelin Paige,Laurelin Paige,1
969,446565849,THE GIRLS OF AUGUST,Anne Rivers Siddons,Grand Central,1
970,None,WHERE I BELONG,J Daniels,J. Daniels,1
971,None,THE PROMISE,Kristen Ashley,Kristen Ashley,1
972,1476759596,BEAUTIFUL OBLIVION,Jamie McGuire,Atria,1
973,034554594X,THE CITY,Dean Koontz,Bantam,1
974,,THE NEIGHBOR,Dean Koontz,Bantam,1
975,,SPICE BOX,"Raine Miller, Cathryn Fox and others",Various publishers,1
976,,THE ESCAPE,Mary Balogh,Dell,1
977,,WHEN DAY BREAKS,Maya Banks,Berkley,1
978,1460334574,UNTIL WE TOUCH,Susan Mallery,Harlequin,1
979,None,COP TOWN,Karin Slaughter,Delacorte,1
980,,RUSTY NAILED,Alice Clayton,Gallery Books,1
981,None,KISS AND TELL,Fern Michaels,Zebra/Kensington,1
982,345548493,SHATTERED,Kevin Hearne,Del Rey,1
983,None,HARDLINE,Meredith Wild,Meredith Wild,1
984,1630350281,THE ARRANGEMENT 15,H M Ward,H. M. Ward,1
985,,THE MATCHMAKER,Elin Hilderbrand,"Little, Brown",1
986,698146638,A SHIVER OF LIGHT,Laurell K Hamilton,Berkley,1
987,,SAVE THE DATE,Mary Kay Andrews,St. Martin's,1
988,,DEVIL'S GAME,Joanna Wylde,Berkley,1
989,679604235,MIDNIGHT IN EUROPE,Alan Furst,Random House,1
990,,CHINA DOLLS,Lisa See,Random House,1
991,None,AIR BOUND,Christine Feehan,Jove,1
992,1460332954,BEFORE WE KISS,Susan Mallery,Harlequin,1
993,1451640269,SNIPER'S HONOR,Stephen Hunter,Simon & Schuster,1
994,990317013,REASONABLE DOUBT: BOOK 2,Whitney G,Whitney Williams,1
995,698163532,ANY OTHER NAME,Craig Johnson,Viking,1
996,62135287,THE KILL SWITCH,James Rollins and Grant Blackwood,Morrow/HarperCollins,1
997,None,THE SON,Jo Nesbo,Knopf,1
998,None,STORM FRONT,Jim Butcher,Roc,1
999,1451628315,WALKING ON WATER,Richard Paul Evans,Simon & Schuster,1
1000,,GIVING IN,Maya Banks,Berkley,1
1001,692214844,ARCHER'S VOICE,Mia Sheridan,Mia Sheridan,1
1002,1476775958,RUSH TOO FAR,Abbi Glines,Atria,1
1003,1939962447,BEYOND DESIRE COLLECTION,"JS Scott, M Malone and others",Golden Unicorn,1
1004,1476709203,THE KEEPER,John Lescroart,Atria,1
1005,1460331184,WHEN WE MET,Susan Mallery,Harlequin,1
1006,None,ALPHA,Jasinda Wilder,Jasinda Wilder,1
1007,None,LIVE TO SEE TOMORROW,Iris Johansen,St. Martin's,1
1008,None,NASH,Jay Crownover,Morrow/HarperCollins,1
1009,1460331222,BURNING DAWN,Gena Showalter,Harlequin,1
1010,None,A SWEET LIFE,"Bella Andre, Barbara Freethy and others",Smashwords,1
1011,62066293,THE MASTERFUL MR. MONTAGUE,Stephanie Laurens,Avon/HarperCollins,1
1012,None,CHESTNUT STREET,Maeve Binchy,Knopf,1
1013,,OTHERWISE ENGAGED,Amanda Quick,Putnam,1
1014,None,SEALS OF SUMMER,"Delilah Devlin, Sharon Hamilton and others",SOS Ladies,1
1015,,RECONSTRUCTING AMELIA,Kimberly McCreight,Harper,1
1016,None,THE SPACE BETWEEN,Diana Gabaldon,Dell,1
1017,None,THE WILL,Kristen Ashley,Kristen Ashley,1
1018,62088246,A LAND MORE KIND THAN HOME,Wiley Cash,Morrow/HarperCollins,1
1019,None,WILD WOLF,Jennifer Ashley,Berkley Sensation,1
1020,345549864,BLOSSOM STREET BRIDES,Debbie Macomber,Ballantine,1
1021,142689807X,FATAL JEOPARDY,Marie Force,Carina Press,1
1022,804170711,VERONICA MARS: THE THOUSAND-DOLLAR TAN LINE,Rob Thomas and Jennifer Graham,Vintage,1
1023,1460328612,FOUR FRIENDS,Ron Carr,Harlequin Mira,1
1024,1466842032,TEMPTING FATE,Jane Green,St. Martin's,1
1025,,MAYBE SOMEDAY,Colleen Hoover,Atria,1
1026,006209808X,BEAUTIFUL RUINS,Jess Walter,Harper Perennial,1
1027,038553826X,RAISING STEAM,Terry Pratchett,Doubleday,1
1028,,THE CAIRO AFFAIR,Olen Steinhauer,Minotaur,1
1029,1455599506,YOU SHOULD HAVE KNOWN,Jean Hanff Korelitz,Grand Central,1
1030,1459245997,AFTERSHOCK,Sylvia Day,Harlequin,1
1031,698150171,STONE COLD,C J Box,Putnam,1
1032,989450244,CRASHED,K Bromberg,JKB,1
1033,None,JUST TO BE WITH YOU,Bella Andre,Oak Press,1
1034,None,FRIENDS ÛÓ AND THEN SOME,Debbie Macomber,Debbie Macomber Books,1
1035,62300156,THE UNDEAD POOL,Kim Harrison,HarperVoyager,1
1036,1476756562,TAKE A CHANCE,Abbi Glines,Atria,1
1037,None,THE ARRANGEMENT 14,H M Ward,H. M. Ward Press,1
1038,758280394,BLACKBERRY PIE MURDER,Joanne Fluke,Kensington,1
1039,62078097,VAMPIRE MOST WANTED,Lynsay Sands,Avon/HarperCollins,1
1040,1455521140,ONCE IN A LIFETIME,Jill Shalvis,Grand Central,1
1041,,LIKE A MIGHTY ARMY,David Weber,Tor/Tom Doherty,1
1042,None,MOVING TARGET,J A Jance,Touchstone,1
1043,345807162,COCKROACHES,Jo Nesbo,Vintage Crime/Black Lizard,1
1044,None,THE COUNTERFEIT AGENT,Alex Berenson,Putnam,1
1045,62207520,THE HOUSE GIRL,Tara Conklin,HarperCollins,1
1046,None,GIVE IN TO ME,KM Scott,Copper Key Media,1
1047,,LETTING GO,Maya Banks,Berkley,1
1048,,BE WITH ME,J Lynn,Morrow/HarperCollins,1
1049,1630350141,THE ARRANGEMENT 13,H M Ward,Laree Bailey,1
1050,None,KALEIDOSCOPE,Kristen Ashley,Forever,1
1051,None,RULE BREAKER,Lora Leigh,Berkley,1
1052,,ALL YOU NEED IS LOVE,Marie Force,Berkley Sensation,1
1053,,UP FROM THE GRAVE,Jeaniene Frost,Avon/HarperCollins,1
1054,None,ONLY TIME WILL TELL,Jeffrey Archer,St. Martin's,1
1055,None,REAPER'S LEGACY,Joanna Wylde,Berkley,1
1056,1460325273,HOME TO SEAVIEW KEY,Sherryl Woods,Harlequin Mira,1
1057,1429949031,THE SINS OF THE FATHER,Jeffrey Archer,St. Martin's,1
1058,None,FINAL VOW,Kathleen Brooks,Laurens Publishing,1
1059,None,"THE PROFESSIONAL, PART 3",Kresley Cole,Pocket Star,1
1060,1451636946,FLOWERS IN THE ATTIC,VC Andrews,Pocket Books,1
1061,62110853,THE GOLEM AND THE JINNI,Helene Wecker,HarperCollins,1
1062,None,SCANDALOUS BRIDES,Annette Blair and others,Sprigleaf,1
1063,,THE POLARIS PROTOCOL,Brad Taylor,Dutton,1
1064,,THE DEAD IN THEIR VAULTED ARCHES,Alan Bradley,Delacorte,1
1065,None,DARK WOLF,Christine Feehan,Berkley,1
1066,None,AFTER THE STORM,Maya Banks,Berkley,1
1067,,RIVER ROAD,Jayne Ann Krentz,Putnam,1
1068,62302396,ROME,Jay Crownover,Morrow/HarperCollins,1
1069,,WANTED,J Kenner,Bantam,1
1070,006219934X,THE PAGAN LORD,Bernard Cornwell,Harper,1
1071,1460323769,BIG SKY SECRETS,Linda Lael Miller,Harlequin,1
1072,,HAZARDOUS DUTY,W E B Griffin and William E Butterworth IV,Putnam,1
1073,1476759553,A BEAUTIFUL WEDDING,Jamie McGuire,Atria,1
1074,None,TRUE,Laurann Dohner,Ellora's Cave,1
1075,,GABRIEL'S REDEMPTION,Sylvain Reynard,Berkley,1
1076,804180423,TAKE ME,J Kenner,Bantam,1
1077,None,THE EVER AFTER OF ELLA AND MICHA,Jessica Sorensen,Forever,1
1078,None,REMY,Katy Evans,Gallery Books,1
1079,None,FOREVER US,Sandi Lynn,Sandi Lynn,1
1080,,THE SUPREME MACARONI COMPANY,Adriana Trigiani,Harper,1
1081,1476751749,BEAUTIFUL BEGINNING,Christina Lauren,Simon & Schuster,1
1082,1938786947,SCORCHED,Melody Anne,Gossamer,1
1083,1455549010,THE EDGE OF ALWAYS,J A Redmerski,Grand Central,1
1084,,MINE,Katy Evans,Simon & Schuster,1
1085,None,THE MINOR ADJUSTMENT BEAUTY SALON,Alexander McCall Smith,Pantheon,1
1086,804178615,WILDERNESS,Dean Koontz,Bantam,1
1087,None,AFTER DEAD,Charlaine Harris,Ace,1
1088,1476751412,BEAUTIFUL PLAYER,Christina Lauren,Simon & Schuster,1
1089,62072935,THE SUM OF ALL KISSES,Julia Quinn,HarperCollins,1
1090,1460320891,WYOMING BOLD,Diana Palmer,Harlequin,1
1091,,FIFTEEN MINUTES,Karen Kingsbury,Howard Books,1
1092,1455574902,THE TEMPTATION OF LILA AND ETHAN,Jessica Sorensen,Grand Central,1
1093,,JUST ONE EVIL ACT,Elizabeth George,Dutton,1
1094,345464249,BETWEEN SISTERS,Kristin Hannah,Ballantine,1
1095,307960501,POLICE,Jo Nesbo,Knopf,1
1096,,THE WOLVES OF MIDWINTER,Anne Rice,Knopf,1
1097,345545524,STARRY NIGHT,Debbie Macomber,Ballantine,1
1098,385351402,THE CIRCLE,Dave Eggers,Knopf/McSweeneyÛªs,1
1099,None,WORTH THE FIGHT,Vi Keeland,Vi Keeland,1
1100,None,CARTER REED,Tijan,Tijan,1
1101,None,SILENCING EVE,Iris Johansen,St. Martin's,1
1102,1455576662,THE OCTOBER LIST,Jeffery Deaver,Grand Central,1
1103,None,THE TRAINING,Tara Sue Me,New American Library,1
1104,None,POSSESSION,J R Ward,New American Library,1
1105,1476756538,SIMPLE PERFECTION,Abbi Glines,Atria,1
1106,None,ONE LUCKY VAMPIRE,Lynsay Sands,Avon/HarperCollins,1
1107,None,CHRISTMAS ON 4TH STREET,Susan Mallery,Harlequin,1
1108,None,ALWAYS ON MY MIND,Jill Shalvis,Grand Central,1
1109,140130592X,DEADLY HEAT,Richard Castle,Hyperion,1
1110,None,OUT OF LINE,Jen McLaughlin,Jen McLaughlin,1
1111,1594204233,BLEEDING EDGE,Thomas Pynchon,Penguin Press,1
1112,,ROBERT B. PARKERÛªS DAMNED IF YOU DO,Michael Brandman,Putnam,1
1113,1420127950,THE SCOOP,Fern Michaels,Zebra/Kensington,1
1114,None,STYXX,Sherrilyn Kenyon,St. Martin's,1
1115,None,DARK LYCAN,Christine Feehan,Berkley,1
1116,1938786858,SEDUCED,Melody Anne,Gossamer,1
1117,None,STRIPPED,HM Ward,Laree Bailey,1
1118,None,EVERYTHING FOR US,M Leighton,Berkley,1
1119,1466834706,HOW THE LIGHT GETS IN,Louise Penny,Minotaur,1
1120,,BONES OF THE LOST,Kathy Reichs,Scribner,1
1121,None,DECEPTION COVE,Jayne Castle,Jove,1
1122,1460318064,BIG SKY WEDDING,Linda Lael Miller,Harlequin,1
1123,None,EXCLUSIVE,Sandra Brown,Grand Central Publishing,1
1124,679643915,NIGHT FILM,Marisha Pessl,Random House,1
1125,1620401401,THE BONE SEASON,Samantha Shannon,Bloomsbury,1
1126,None,UNLOCKED,Maya Cross,Maya Cross,1
1127,1466826274,THE THIRD KINGDOM,Terry Goodkind,Tor/Tom Doherty,1
1128,None,ROSE HARBOR IN BLOOM,Debbie Macomber,Random House,1
1129,1459245954,AFTERBURN,Sylvia Day,Harlequin,1
1130,None,HOTSHOT,Julie Garwood,Dutton,1
1131,None,THE LAST WITNESS,WEB Griffin and William E Butterworth IV,Putnam,1
1132,345545850,COMPLETE ME,J Kenner,Bantam,1
1133,1460316487,THREE LITTLE WORDS,Susan Mallery,Harlequin,1
1134,,MAGIC RISES,Ilona Andrews,Ace,1
1135,1460316495,THE DARKEST CRAVING,Gena Showalter,Harlequin,1
1136,,THE HIGHWAY,C  J Box,Minotaur,1
1137,,LIGHT OF THE WORLD,James Lee Burke,Simon & Schuster,1
1138,1451626150,THE WHITE PRINCESS,Philippa Gregory,Touchstone,1
1139,None,TIME FOR LOVE,Marie Force,HTJB,1
1140,125002000X,HUNTING EVE,Iris Johansen,St. Martin's,1
1141,None,ALPHA BAD BOYS,Shayla Black and others,Ecila Media,1
1142,None,LOST AND FOUND IN CEDAR COVE,Debbie Macomber,Ballantine,1
1143,1429901349,A IS FOR ALIBI,Sue Grafton,Holt,1
1144,None,LOSING HOPE,Colleen Hoover,Atria,1
1145,1476751722,BEAUTIFUL BITCH,Christina Lauren,Gallery Books,1
1146,None,FOUR IRRESISTIBLE ROGUES,"Tanya Anne Cros, Danelle Harmon, Lauren Royal and Cynthia Wright",Novelty Books,1
1147,1455578355,THIS MAN CONFESSED,Jodi Ellen Malpas,Grand Central,1
1148,None,AFFLICTION,Laurell K Hamilton,Berkley,1
1149,None,UNSEEN,Karin Slaughter,Delacorte,1
1150,1476713359,MACRIEVE,Kresley Cole,Gallery Books,1
1151,62194917,THE EYE OF GOD,James Rollins,Morrow/HarperCollins,1
1152,1460315154,TWO OF A KIND,Susan Mallery,Harlequin,1
1153,None,FORGED IN STEELE,Maya Banks,Berkley,1
1154,None,THE 9TH GIRL,Tami Hoag,Dutton,1
1155,345526562,THE KING'S DECEPTION,Steve Berry,Ballantine,1
1156,,LADIES' NIGHT,Mary Kay Andrews,St. Martin's,1
1157,345535693,DEEPLY ODD,Dean Koontz,Bantam,1
1158,None,THE FOREVER OF ELLA AND MICHA,Jessica Sorensen,Forever,1
1159,None,LEOPARD'S PREY,Christine Feehan,Jove,1
1160,None,A DIFFERENT BLUE,Amy Harmon,Amy Harmon,1
1161,None,BINDING AGREEMENT,Kyra Davis,Pocket Star,1
1162,None,TANGLED,Emma Chase,Omnific,1
1163,None,EYES WIDE OPEN,Raine Miller,Atria,1
1164,None,THE ARRANGEMENT 7,HM Ward,Laree Bailey,1
1165,1420106341,LEFT TO DIE,Lisa Jackson,Zebra,1
1166,1451628293,A STEP OF FAITH,Richard Paul Evans,Simon & Schuster,1
1167,,THE ORACLE GLASS,Judith Merkle Riley,Sourcebooks Landmark,1
1168,670014893,A DELICATE TRUTH,John le Carre,Viking,1
1169,None,DOWN LONDON ROAD,Samantha Young,NAL,1
1170,547548796,THE MAGICIAN'S ASSISTANT,Ann Patchett,Houghton Mifflin Harcourt,1
1171,None,WIND CHIME POINT,Sherryl Woods,Harlequin Mira,1
1172,None,MOON,Laurann Dohner,Ellora's Cave,1
1173,62204106,A PRAYER FOR OWEN MEANY,John Irving,HarperCollins,1
1174,1476746540,THIS GIRL,Colleen Hoover,Atria,1
1175,None,HALFWAY THERE,Susan Mallery,Harlequin,1
1176,None,CLAIM ME,J Kenner,Bantam,1
1177,812993853,WEDDING NIGHT,Sophie Kinsella,Dial,1
1178,None,THE MYSTERY WOMAN,Amanda Quick,Putnam,1
1179,385535317,PARIS,Edward Rutherfurd,Doubleday,1
1180,1250019974,TAKING EVE,Iris Johansen,St. Martin's,1
1181,1476731543,BEAUTIFUL STRANGER,Christina Lauren,Gallery Books,1
1182,316221252,SAY YOU'RE SORRY,Michael Robotham,"Mulholland/Little, Brown",1
1183,,DON'T GO,Lisa Scottoline,St. Martin's Press,1
1184,,THE SHADOWY HORSES,Susanna Kearsley,Sourcebooks,1
1185,345533534,STARTING NOW,Debbie Macomber,Random House Publishing,1
1186,None,TO DIE FOR,Jana DeLeon and others,The Indie Voice,1
1187,None,OWN THE WIND,Kristen Ashley,Grand Central Publishing,1
1188,None,MUSIC OF THE HEART,Katie Ashley,Katie Ashley,1
1189,62075837,TWICE TEMPTED,Jeaniene Frost,HarperCollins Publishers,1
1190,None,SAND CASTLE BAY,Sherryl Woods,Harlequin,1
1191,,LEAVING EVERYTHING MOST LOVED,Jacqueline Winspear,HarperCollins Publishers,1
1192,None,AND THEN SHE FELL,Stephanie Laurens,HarperCollins Publishers,1
1193,None,EXPOSED,Kyra Davis,Simon & Schuster,1
1194,446557633,ADMISSION,Jean Hanff Korelitz,Grand Central Publishing,1
1195,None,WITH THIS KISS,Eloisa James,HarperCollins Publishers,1
1196,345538897,HIGHLANDER MOST WANTED,Maya Banks,Random House Publishing,1
1197,None,BREAKING POINT,C J Box,Penguin Group,1
